Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Texas,16,2,.889,24,6,.800,64.9,55.0,9.3,1.2,Reg. Season Champion
2,UAB,14,4,.778,27,7,.794,80.7,66.3,11.1,-0.7,NCAA Tournament; Conf. Tournament Champion
3,Middle Tennessee,13,5,.722,23,10,.697,74.4,67.2,4.0,-0.9,Reg. Season Champion
4,Louisiana Tech,12,6,.667,24,10,.706,75.2,68.0,5.5,0.3,
5,UTEP,11,7,.611,19,13,.594,68.8,66.5,0.2,-0.1,
5,Western Kentucky,11,7,.611,19,13,.594,75.4,69.2,3.5,0.4,
5,Florida Atlantic,11,7,.611,19,14,.576,74.2,67.9,3.1,-1.6,
8,Charlotte,10,8,.556,17,14,.548,70.0,71.2,-1.5,-0.3,
9,Old Dominion,8,10,.444,13,19,.406,66.5,67.0,-1.2,0.0,
10,Rice,7,11,.389,16,16,.500,74.4,73.6,-2.7,-1.1,
11,Florida International,5,13,.278,15,17,.469,70.8,71.1,-6.3,-3.1,
12,Marshall,4,14,.222,12,21,.364,74.0,76.5,-4.4,0.3,
13,UTSA,3,15,.167,10,22,.313,67.3,72.3,-10.3,-1.3,
14,Southern Mississippi,1,17,.056,7,26,.212,64.4,74.9,-13.4,-0.3,
