Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Memphis,13,3,.813,26,9,.743,74.7,63.1,16.9,5.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Southern Mississippi,11,5,.688,25,9,.735,71.4,65.1,7.8,3.6,NCAA Tournament
3,Central Florida,10,6,.625,22,11,.667,65.6,63.5,4.3,3.0,
3,Tulsa,10,6,.625,17,14,.548,67.5,64.5,5.8,2.9,
5,Marshall,9,7,.563,21,14,.600,70.6,68.1,7.0,4.9,
5,Alabama-Birmingham,9,7,.563,15,16,.484,60.5,61.5,2.6,3.6,
7,Rice,8,8,.500,19,16,.543,69.7,66.3,1.4,1.1,
8,Houston,7,9,.438,15,15,.500,71.7,71.6,0.0,0.2,
8,Texas-El Paso,7,9,.438,15,17,.469,63.2,63.1,2.9,2.9,
10,East Carolina,5,11,.313,15,16,.484,68.9,65.1,2.4,2.5,
11,Southern Methodist,4,12,.250,13,19,.406,59.7,60.1,-1.3,1.3,
12,Tulane,3,13,.188,15,16,.484,64.6,61.6,-0.1,-1.6,
