Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Middle Tennessee,16,2,.889,25,8,.758,75.1,66.3,10.3,2.8,Reg. Season Champion
2,Old Dominion,15,3,.833,25,7,.781,73.3,62.8,9.3,-1.3,
3,Western Kentucky,14,4,.778,27,11,.711,78.4,70.4,11.1,3.6,
4,Marshall,12,6,.667,25,11,.694,83.8,79.1,4.2,0.4,NCAA Tournament; Conf. Tournament Champion
5,Texas-San Antonio,11,7,.611,20,15,.571,78.3,75.1,-1.2,-0.9,
6,Alabama-Birmingham,10,8,.556,20,13,.606,76.8,69.8,4.9,-0.7,
7,North Texas,8,10,.444,20,18,.526,74.4,71.1,1.2,-0.4,
7,Florida International,8,10,.444,14,18,.438,70.7,71.2,-4.3,-2.0,
9,Louisiana Tech,7,11,.389,17,16,.515,74.8,70.6,1.3,-0.1,
9,Southern Mississippi,7,11,.389,16,18,.471,70.6,72.0,-4.3,1.3,
11,Florida Atlantic,6,12,.333,12,19,.387,69.5,70.1,-5.4,-0.1,
11,Texas-El Paso,6,12,.333,11,20,.355,67.5,70.9,-5.3,-0.2,
13,Rice,4,14,.222,7,24,.226,68.2,75.7,-8.6,0.0,
14,Charlotte,2,16,.111,6,23,.207,71.2,79.9,-10.1,0.3,
