Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Louisville,14,2,.875,33,5,.868,80.7,64.1,22.6,6.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,Charlotte,12,4,.750,21,8,.724,77.8,72.2,9.6,4.0,NCAA Tournament
3,Cincinnati,12,4,.750,25,8,.758,75.9,64.5,17.6,6.7,NCAA Tournament
4,Alabama-Birmingham,10,6,.625,22,11,.667,77.5,71.8,10.4,4.8,NCAA Tournament
5,DePaul,10,6,.625,20,11,.645,68.4,64.1,8.9,4.6,
6,Houston,9,7,.563,18,14,.563,69.6,68.8,4.6,3.9,
7,Memphis,9,7,.563,22,16,.579,71.4,65.5,11.3,5.4,
8,Texas Christian,8,8,.500,21,14,.600,70.4,68.1,5.4,3.5,
9,Marquette,7,9,.438,19,12,.613,67.1,64.8,6.6,4.7,
10,Saint Louis,6,10,.375,9,21,.300,56.4,60.8,0.7,5.0,
11,South Florida,5,11,.313,14,16,.467,67.6,66.5,2.8,2.0,
12,Tulane,4,12,.250,10,18,.357,66.6,72.8,-6.8,0.6,
13,East Carolina,4,12,.250,9,19,.321,64.0,69.1,-2.6,5.7,
14,Southern Mississippi,2,14,.125,11,17,.393,67.8,70.8,-4.8,1.5,
