Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas-El Paso,15,1,.938,26,7,.788,75.3,64.6,12.7,2.0,NCAA Tournament; Reg. Season Champion
2,Memphis,13,3,.813,24,10,.706,75.4,65.7,11.7,3.7,
3,Alabama-Birmingham,11,5,.688,25,9,.735,66.9,60.4,9.5,2.9,
4,Marshall,11,5,.688,24,10,.706,79.9,69.0,7.8,1.6,
5,Tulsa,10,6,.625,23,12,.657,71.4,65.3,8.5,2.8,
6,Southern Mississippi,8,8,.500,20,14,.588,64.7,59.8,4.2,2.2,
7,Houston,7,9,.438,19,16,.543,78.6,75.0,6.7,3.5,NCAA Tournament; Conf. Tournament Champion
8,Southern Methodist,7,9,.438,14,17,.452,66.2,64.5,2.4,3.8,
9,Central Florida,6,10,.375,15,17,.469,66.7,68.3,0.0,2.2,*Overall W-L adjusted to 0-17
10,East Carolina,4,12,.250,10,21,.323,67.2,74.9,-5.9,4.4,
11,Tulane,3,13,.188,8,22,.267,62.1,66.8,-3.2,1.5,
12,Rice,1,15,.063,8,23,.258,64.0,69.7,-5.7,1.1,
