Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,DePaul,12,4,.750,22,10,.688,70.5,67.8,9.1,6.4,NCAA Tournament; Reg. Season Champion
2,Memphis,12,4,.750,22,8,.733,72.4,65.3,13.1,6.0,NCAA Tournament; Reg. Season Champion
3,Cincinnati,12,4,.750,25,7,.781,76.7,64.3,18.8,6.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
4,Alabama-Birmingham,12,4,.750,22,10,.688,75.4,69.3,11.8,5.6,NCAA Tournament; Reg. Season Champion
5,Charlotte,12,4,.750,21,9,.700,79.1,71.6,12.2,4.7,NCAA Tournament; Reg. Season Champion
6,Louisville,9,7,.563,20,10,.667,73.2,61.5,18.6,7.0,NCAA Tournament
7,Saint Louis,9,7,.563,19,13,.594,62.7,59.9,7.7,5.0,
8,Marquette,8,8,.500,19,12,.613,71.2,68.5,6.5,4.1,
9,Texas Christian,7,9,.438,12,17,.414,66.9,70.5,1.4,5.0,
10,Southern Mississippi,6,10,.375,13,15,.464,64.9,68.3,-1.7,3.0,
11,East Carolina,5,11,.313,13,14,.481,70.6,66.1,5.2,2.2,
12,Tulane,4,12,.250,11,17,.393,65.4,69.5,-3.2,1.9,
13,Houston,3,13,.188,9,18,.333,59.0,64.6,-1.9,3.8,
14,South Florida,1,15,.063,7,20,.259,61.3,68.5,-2.3,4.9,
