Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Memphis,13,1,.929,33,4,.892,80.0,65.5,18.8,4.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Alabama-Birmingham,12,2,.857,24,7,.774,74.4,65.6,9.6,1.6,NCAA Tournament
3,Texas-El Paso,11,3,.786,21,10,.677,66.9,59.5,5.9,0.4,
4,Houston,9,5,.643,21,10,.677,72.4,65.0,7.3,2.0,
5,Central Florida,7,7,.500,14,15,.483,63.3,63.4,-2.3,-0.7,
6,Tulsa,6,8,.429,11,17,.393,61.2,65.5,-4.7,-0.1,
7,Rice,6,8,.429,12,16,.429,67.8,70.1,-4.0,0.5,
8,Tulane,6,8,.429,12,17,.414,63.2,66.3,-5.4,-0.7,
9,Marshall,5,9,.357,12,16,.429,65.9,69.1,-5.0,-1.6,
10,Southern Methodist,4,10,.286,13,16,.448,66.2,64.1,-1.1,-2.8,
11,Southern Mississippi,3,11,.214,10,21,.323,60.6,67.7,-7.9,1.9,
12,East Carolina,2,12,.143,8,20,.286,62.4,66.9,-7.7,-1.3,
