Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Memphis,16,0,1.000,33,4,.892,78.9,63.1,19.7,3.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Central Florida,11,5,.688,22,9,.710,72.8,65.2,4.7,-1.5,
3,Houston,10,6,.625,18,15,.545,73.2,70.5,5.8,3.1,
4,Tulsa,9,7,.563,20,11,.645,68.4,62.3,4.4,-0.1,
5,Tulane,9,7,.563,17,13,.567,69.2,68.0,0.5,0.6,
6,Southern Mississippi,9,7,.563,20,11,.645,69.3,62.4,3.4,0.2,
7,Rice,8,8,.500,16,16,.500,69.4,69.7,-1.7,1.4,
8,Marshall,7,9,.438,13,19,.406,66.0,70.2,-1.9,2.3,
9,Alabama-Birmingham,7,9,.438,15,16,.484,66.2,65.0,4.0,3.8,
10,Texas-El Paso,6,10,.375,14,17,.452,75.6,71.6,4.3,0.2,
11,Southern Methodist,3,13,.188,14,17,.452,62.7,62.6,-0.4,0.7,
12,East Carolina,1,15,.063,6,24,.200,59.3,67.5,-10.4,1.2,
