Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alabama-Birmingham,12,4,.750,22,9,.710,68.4,62.6,8.6,2.8,NCAA Tournament; Reg. Season Champion
2,Texas-El Paso,11,5,.688,25,10,.714,70.6,63.6,8.8,2.5,
2,Tulsa,11,5,.688,19,13,.594,70.5,67.7,6.1,3.2,
4,Memphis,10,6,.625,25,10,.714,72.1,68.3,6.9,3.1,NCAA Tournament; Conf. Tournament Champion
5,Southern Mississippi,9,7,.563,22,10,.688,74.1,65.4,8.4,1.9,
5,Marshall,9,7,.563,22,12,.647,73.5,67.4,6.3,1.9,
7,Southern Methodist,8,8,.500,20,15,.571,64.6,61.3,1.0,-0.4,
7,East Carolina,8,8,.500,18,16,.529,68.2,67.3,1.7,3.0,
9,Central Florida,6,10,.375,21,12,.636,68.8,63.0,6.3,2.0,*Overall W-L adjusted to 0-12
10,Rice,5,11,.313,14,18,.438,67.1,67.2,1.7,2.7,
11,Houston,4,12,.250,12,18,.400,68.7,69.7,-2.7,0.5,
12,Tulane,3,13,.188,13,17,.433,68.6,65.8,-0.3,-0.7,
