Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Texas,14,4,.778,20,11,.645,71.1,63.3,7.3,1.7,Reg. Season Champion
2,Louisiana Tech,13,5,.722,22,8,.733,74.5,63.7,7.1,-1.5,
2,Western Kentucky,13,5,.722,20,10,.667,76.6,72.0,4.2,1.0,
4,Charlotte,10,8,.556,16,13,.552,66.3,64.7,0.5,-1.1,
4,Marshall,10,8,.556,17,15,.531,75.9,73.1,1.7,0.0,
6,Alabama-Birmingham,9,9,.500,19,13,.594,67.3,65.3,-0.9,-1.6,
6,Florida International,9,9,.500,19,13,.594,76.7,72.5,0.9,-1.0,
6,Old Dominion,9,9,.500,13,19,.406,65.6,65.6,0.0,0.1,
9,Florida Atlantic,8,10,.444,17,15,.531,71.1,69.4,-1.7,-1.2,
9,Texas-El Paso,8,10,.444,17,15,.531,67.4,66.1,-1.0,-0.5,
11,Rice,7,11,.389,15,17,.469,73.8,74.2,-3.1,-0.8,
11,Texas-San Antonio,7,11,.389,13,19,.406,76.9,77.0,-3.2,0.4,
13,Southern Mississippi,5,13,.278,9,22,.290,66.0,72.3,-6.7,2.3,
14,Middle Tennessee,4,14,.222,8,23,.258,70.7,75.2,-8.4,0.8,
