Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Florida Atlantic,18,2,.900,35,4,.897,77.8,65.3,13.9,2.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; NCAA FF
2,North Texas,16,4,.800,31,7,.816,64.5,55.8,10.7,2.5,
3,UAB,14,6,.700,29,10,.744,80.7,70.3,11.0,1.7,
4,Middle Tennessee,11,9,.550,19,14,.576,70.1,67.8,3.0,2.1,
5,Charlotte,9,11,.450,22,14,.611,66.9,62.6,3.9,-0.5,
6,Rice,8,12,.400,19,16,.543,76.9,76.6,-1.9,1.4,
6,Western Kentucky,8,12,.400,17,16,.515,71.4,70.6,-0.8,1.1,
6,Florida International,8,12,.400,14,18,.438,73.1,75.1,-2.7,0.3,
9,Louisiana Tech,7,13,.350,15,18,.455,72.2,70.3,0.1,1.9,
9,UTEP,7,13,.350,14,18,.438,68.5,68.5,-0.7,1.8,
11,UTSA,4,16,.200,10,22,.313,69.3,76.6,-7.7,1.2,
