Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Alabama-Birmingham,16,2,.889,26,7,.788,79.0,70.4,3.5,-3.1,Reg. Season Champion
2,Middle Tennessee,13,5,.722,25,10,.714,72.5,68.9,2.7,-0.7,NCAA Tournament; Conf. Tournament Champion
3,Louisiana Tech,12,6,.667,23,10,.697,79.5,72.6,-0.1,-4.4,
3,Old Dominion,12,6,.667,25,13,.658,68.5,61.6,4.7,-2.3,
3,Marshall,12,6,.667,17,16,.515,86.0,84.9,0.8,-0.3,
6,Texas-El Paso,10,8,.556,19,14,.576,77.4,74.9,-3.8,-4.9,
7,Charlotte,9,9,.500,14,19,.424,78.3,79.7,-3.1,-1.7,
8,Western Kentucky,8,10,.444,18,16,.529,77.1,76.1,-1.3,-0.9,
9,Florida International,7,11,.389,13,19,.406,71.2,70.1,-5.2,-4.8,
9,North Texas,7,11,.389,12,20,.375,74.6,78.3,-9.8,-3.2,
9,Rice,7,11,.389,12,20,.375,75.8,80.5,-8.8,-2.7,
12,Southern Mississippi,5,13,.278,8,21,.276,64.3,70.5,-10.6,-3.7,
12,Florida Atlantic,5,13,.278,8,25,.242,66.3,74.1,-10.3,-1.7,
14,Texas-San Antonio,3,15,.167,5,27,.156,72.4,84.3,-16.4,-3.4,
