Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Middle Tennessee,17,1,.944,31,5,.861,74.9,63.9,9.8,-0.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Louisiana Tech,14,4,.778,23,10,.697,77.5,66.8,5.2,-4.3,
3,Old Dominion,12,6,.667,19,12,.613,64.5,61.2,1.9,-1.4,
3,Texas-El Paso,12,6,.667,15,17,.469,69.3,68.8,-3.1,-2.5,
5,Rice,11,7,.611,23,12,.657,81.5,75.7,0.5,-4.2,
6,Marshall,10,8,.556,20,15,.571,85.6,84.0,0.2,-1.1,
7,Alabama-Birmingham,9,9,.500,17,16,.515,71.8,70.2,-1.2,-1.8,
7,Western Kentucky,9,9,.500,15,17,.469,69.0,71.9,-5.8,-2.9,
9,Texas-San Antonio,8,10,.444,14,19,.424,66.0,69.4,-7.4,-3.0,
10,Charlotte,7,11,.389,13,17,.433,76.5,80.2,-5.2,-0.9,
11,Florida Atlantic,6,12,.333,10,20,.333,70.3,74.0,-7.9,-2.0,
11,Southern Mississippi,6,12,.333,9,22,.290,63.0,72.2,-13.4,-2.8,
13,Florida International,3,15,.167,7,24,.226,70.3,73.6,-8.1,-3.3,
14,North Texas,2,16,.111,8,22,.267,69.2,75.3,-11.1,-3.3,
