Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Memphis,16,0,1.000,31,5,.861,74.5,64.9,12.3,2.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Southern Mississippi,12,4,.750,27,10,.730,73.9,63.5,8.9,1.5,*Overall W-L adjusted to 0-10
3,Texas-El Paso,10,6,.625,18,14,.563,63.8,61.6,4.6,2.4,
4,East Carolina,9,7,.563,23,12,.657,76.5,71.0,2.6,0.8,
4,Central Florida,9,7,.563,20,11,.645,70.8,67.1,3.4,1.0,
6,Tulsa,8,8,.500,17,16,.515,67.9,68.2,-1.1,0.9,
7,Houston,7,9,.438,20,13,.606,78.1,73.3,-0.3,-3.8,
7,Alabama-Birmingham,7,9,.438,16,17,.485,71.4,71.2,0.3,1.5,
9,Tulane,6,10,.375,20,15,.571,69.6,65.7,1.9,-1.8,
9,Marshall,6,10,.375,13,19,.406,69.0,72.7,-3.6,0.9,
11,Southern Methodist,5,11,.313,15,17,.469,64.5,62.7,-0.6,-1.3,
12,Rice,1,15,.063,5,26,.161,60.5,70.9,-11.1,0.0,
