Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Youngstown State,15,5,.750,24,10,.706,81.9,72.5,1.7,-5.8,Reg. Season Champion
2,Milwaukee,14,6,.700,22,12,.647,78.2,74.2,-4.7,-4.0,
2,Northern Kentucky,14,6,.700,22,13,.629,67.8,63.5,-0.8,-2.9,NCAA Tournament; Conf. Tournament Champion
2,Cleveland State,14,6,.700,21,14,.600,71.8,68.7,-2.6,-5.1,
5,Oakland,11,9,.550,13,19,.406,73.3,76.3,-8.1,-2.9,
6,Wright State,10,10,.500,18,15,.545,79.9,73.7,-2.3,-5.9,
6,Robert Morris,10,10,.500,16,17,.485,69.3,66.8,-5.8,-5.6,
8,Purdue Fort Wayne,9,11,.450,17,15,.531,73.9,69.8,-5.5,-5.0,
8,Detroit Mercy,9,11,.450,14,19,.424,76.6,75.3,-3.2,-3.6,
10,IU Indy,2,18,.100,5,27,.156,65.3,76.8,-19.0,-5.6,
10,Green Bay,2,18,.100,3,29,.094,59.3,76.5,-20.3,-3.1,
