Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wright State,15,5,.750,23,11,.676,80.7,73.4,0.1,-4.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Robert Morris,13,7,.650,22,11,.667,77.4,72.1,-1.3,-4.7,
3,Green Bay,12,8,.600,18,15,.545,74.8,74.8,-5.0,-3.0,
3,Detroit Mercy,12,8,.600,17,15,.531,77.2,77.3,-5.6,-3.2,
3,Oakland,12,8,.600,16,16,.500,82.6,81.7,-1.3,-0.1,
6,Purdue Fort Wayne,11,9,.550,17,15,.531,78.1,77.1,-7.3,-2.7,
7,Northern Kentucky,10,10,.500,20,14,.588,83.1,77.5,-2.4,-4.7,
8,Youngstown State,8,12,.400,15,17,.469,78.0,73.1,-4.4,-4.6,
8,Milwaukee,8,12,.400,12,20,.375,76.3,79.6,-7.5,-2.3,
10,Cleveland State,6,14,.300,11,22,.333,79.8,85.9,-13.1,-3.0,
11,IU Indy,3,17,.150,7,25,.219,83.5,88.3,-12.5,-4.2,
