Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Valparaiso,16,2,.889,30,7,.811,75.2,62.8,10.7,0.0,Reg. Season Champion
2,Oakland,13,5,.722,23,12,.657,86.4,78.5,6.3,-1.6,
2,Wright State,13,5,.722,22,13,.629,68.5,65.8,0.2,-1.8,
4,Green Bay,11,7,.611,23,13,.639,83.7,80.0,1.2,-0.7,NCAA Tournament; Conf. Tournament Champion
5,Milwaukee,10,8,.556,20,13,.606,79.3,72.5,2.9,-2.0,
6,Detroit Mercy,9,9,.500,16,15,.516,83.7,82.8,-2.4,-0.8,
7,Youngstown State,6,12,.333,11,21,.344,76.2,83.8,-10.9,-0.9,
8,Northern Kentucky,5,13,.278,9,21,.300,70.5,74.4,-6.9,-0.7,
9,Cleveland State,4,14,.222,9,23,.281,60.8,67.8,-9.2,0.1,
10,Illinois-Chicago,3,15,.167,5,25,.167,67.3,78.3,-14.5,-0.8,
