Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Robert Morris,15,5,.750,26,9,.743,77.0,71.0,0.4,-4.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Milwaukee,14,6,.700,21,11,.656,78.4,71.7,0.3,-3.8,
2,Cleveland State,14,6,.700,23,13,.639,73.1,66.5,-1.5,-3.8,
4,Youngstown State,13,7,.650,21,13,.618,76.4,71.9,-3.9,-5.0,
5,Purdue Fort Wayne,12,8,.600,19,13,.594,80.7,74.6,-1.0,-4.1,
6,Northern Kentucky,11,9,.550,17,16,.515,71.8,72.0,-4.8,-3.1,
6,Oakland,11,9,.550,16,18,.471,70.6,71.6,-2.7,-0.9,
8,Wright State,8,12,.400,15,18,.455,77.3,76.4,-4.9,-3.8,
9,IU Indy,6,14,.300,10,22,.313,75.1,76.8,-11.5,-4.2,
10,Detroit Mercy,4,16,.200,8,24,.250,67.1,75.9,-13.5,-3.1,
11,Green Bay,2,18,.100,4,28,.125,69.9,80.3,-13.2,-2.5,
