Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Northern Kentucky,15,3,.833,22,10,.688,77.7,66.0,4.8,-4.1,Reg. Season Champion
2,Wright State,14,4,.778,25,10,.714,71.4,65.9,0.6,-3.6,NCAA Tournament; Conf. Tournament Champion
3,Illinois-Chicago,12,6,.667,20,16,.556,75.2,72.1,-2.9,-4.2,
4,Oakland,10,8,.556,19,14,.576,78.2,76.2,-1.8,-3.8,
5,Milwaukee,8,10,.444,16,17,.485,68.5,68.5,-4.2,-4.2,
5,IUPUI,8,10,.444,11,19,.367,68.2,72.7,-9.8,-3.5,
7,Green Bay,7,11,.389,13,20,.394,76.3,75.7,-8.5,-4.1,
8,Cleveland State,6,12,.333,12,23,.343,68.6,74.7,-10.8,-3.6,
8,Youngstown State,6,12,.333,8,24,.250,75.3,82.7,-13.7,-2.6,
10,Detroit Mercy,4,14,.222,8,24,.250,78.6,85.7,-12.5,-2.1,
