Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Oakland,14,4,.778,25,9,.735,79.4,71.1,4.2,-3.0,Reg. Season Champion
1,Valparaiso,14,4,.778,24,9,.727,74.7,68.9,3.9,-1.6,Reg. Season Champion
3,Northern Kentucky,12,6,.667,24,11,.686,76.0,71.6,-0.2,-2.8,NCAA Tournament; Conf. Tournament Champion
3,Green Bay,12,6,.667,18,14,.563,80.2,77.5,-2.8,-2.8,
5,Wright State,11,7,.611,20,12,.625,77.0,72.4,-1.0,-2.4,
6,Illinois-Chicago,7,11,.389,17,19,.472,76.4,76.5,-6.0,-3.6,
7,Detroit Mercy,6,12,.333,8,23,.258,77.0,84.8,-10.7,-1.6,
8,Youngstown State,5,13,.278,13,21,.382,76.9,82.4,-9.7,-2.6,
8,Cleveland State,5,13,.278,9,22,.290,67.2,71.7,-6.7,-1.5,
10,Milwaukee,4,14,.222,11,24,.314,67.1,71.3,-7.4,-2.2,
