Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Oakland,15,5,.750,24,12,.667,76.4,73.2,2.0,-1.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Youngstown State,14,6,.700,22,10,.688,81.2,70.9,1.0,-5.1,
3,Green Bay,13,7,.650,18,14,.563,69.0,69.0,-5.6,-4.1,
3,Wright State,13,7,.650,18,14,.563,86.5,81.2,-0.2,-3.6,
5,Milwaukee,12,8,.600,20,15,.571,79.5,78.7,-5.0,-4.5,
5,Northern Kentucky,12,8,.600,18,15,.545,74.8,73.2,-3.7,-3.7,
7,Purdue Fort Wayne,11,9,.550,23,13,.639,80.2,71.6,-0.7,-6.1,
7,Cleveland State,11,9,.550,21,15,.583,75.5,72.8,-3.5,-4.4,
9,Robert Morris,6,14,.300,10,22,.313,72.7,75.8,-9.6,-4.3,
10,IU Indy,2,18,.100,6,26,.188,65.9,79.8,-21.3,-4.6,
11,Detroit Mercy,1,19,.050,1,31,.031,66.0,80.3,-16.9,-2.6,
