Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Butler,15,3,.833,26,6,.813,67.8,57.9,10.1,2.1,NCAA Tournament; Reg. Season Champion
2,Green Bay,13,5,.722,22,11,.667,72.7,66.5,5.6,0.7,
3,Cleveland State,12,6,.667,26,11,.703,66.4,59.5,7.0,2.1,NCAA Tournament; Conf. Tournament Champion
4,Wright State,12,6,.667,20,13,.606,60.5,57.5,3.2,0.2,
5,Milwaukee,11,7,.611,17,14,.548,68.0,68.0,-0.5,0.8,
6,Youngstown State,7,11,.389,11,19,.367,66.0,68.9,-5.2,-0.1,
7,Illinois-Chicago,7,11,.389,16,15,.516,67.3,65.6,1.0,0.0,
8,Loyola (IL),6,12,.333,14,18,.438,63.3,67.3,-5.5,-0.7,
9,Valparaiso,5,13,.278,9,22,.290,61.3,65.5,-4.4,2.2,
10,Detroit Mercy,2,16,.111,7,23,.233,56.5,64.6,-8.1,0.6,
