Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wright State,16,4,.800,18,6,.750,82.0,67.4,6.9,-7.7,Reg. Season Champion
1,Cleveland State,16,4,.800,19,8,.704,70.9,71.2,-5.1,-4.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
3,Detroit Mercy,10,6,.625,12,10,.545,76.5,74.0,-3.7,-6.2,
4,Northern Kentucky,11,7,.611,14,11,.560,71.4,71.2,-6.8,-6.9,
5,Oakland,10,10,.500,12,18,.400,74.7,81.2,-9.3,-2.8,
6,Youngstown State,9,11,.450,15,12,.556,74.4,72.2,-9.8,-8.2,
7,IU Indy,7,9,.438,8,10,.444,71.2,75.8,-11.6,-7.0,
8,Milwaukee,7,10,.412,10,12,.455,75.5,76.3,-7.7,-7.0,
9,Green Bay,8,12,.400,8,17,.320,71.6,76.5,-10.2,-5.2,
10,Illinois-Chicago,6,10,.375,9,13,.409,67.7,72.3,-12.1,-7.4,
11,Purdue Fort Wayne,6,14,.300,8,15,.348,75.1,78.7,-12.1,-8.6,
12,Robert Morris,3,12,.200,4,15,.211,72.3,78.6,-13.2,-5.5,
