Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Northern Kentucky,13,5,.722,26,9,.743,78.5,68.9,4.7,-2.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Wright State,13,5,.722,21,14,.600,73.2,67.6,3.3,-0.9,Reg. Season Champion
3,Oakland,11,7,.611,16,17,.485,76.8,76.2,-2.3,-1.5,
4,Green Bay,10,8,.556,21,17,.553,81.3,79.9,-2.2,-0.4,
4,Illinois-Chicago,10,8,.556,16,16,.500,74.7,74.5,-3.2,-2.0,
6,IUPUI,8,10,.444,16,17,.485,76.0,73.6,-2.7,-3.0,
6,Youngstown State,8,10,.444,12,20,.375,75.5,78.9,-7.8,-2.0,
6,Detroit Mercy,8,10,.444,11,20,.355,73.5,79.5,-6.3,-0.4,
9,Cleveland State,5,13,.278,10,21,.323,74.2,78.6,-8.0,-1.5,
10,Milwaukee,4,14,.222,9,22,.290,69.2,74.7,-8.9,-2.5,
