Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wright State,15,3,.833,25,7,.781,80.6,70.8,2.5,-6.2,Reg. Season Champion
2,Northern Kentucky,13,5,.722,23,9,.719,72.4,65.3,0.3,-4.7,Conf. Tournament Champion
3,Green Bay,11,7,.611,17,16,.515,81.6,80.1,-4.8,-2.8,
4,Youngstown State,10,8,.556,18,15,.545,72.8,71.2,-5.6,-4.8,
4,Illinois-Chicago,10,8,.556,18,17,.514,68.9,68.8,-3.7,-3.8,
6,Oakland,8,10,.444,14,19,.424,67.8,69.7,-5.9,-3.1,
7,Milwaukee,7,11,.389,12,19,.387,71.5,72.6,-7.2,-3.9,
7,Cleveland State,7,11,.389,11,21,.344,64.2,71.8,-11.2,-2.5,
9,Detroit Mercy,6,12,.333,8,23,.258,70.2,78.1,-9.9,-1.9,
10,IUPUI,3,15,.167,7,25,.219,70.5,80.1,-14.9,-3.4,
