Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Winthrop,17,1,.944,23,2,.920,78.9,67.0,4.7,-7.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Radford,12,6,.667,15,12,.556,67.6,64.6,-6.2,-6.6,
3,Campbell,11,6,.647,17,10,.630,71.0,68.1,-6.8,-7.3,
4,UNC Asheville,9,5,.643,10,10,.500,73.4,72.8,-7.0,-7.6,
5,Hampton,9,9,.500,11,14,.440,68.8,73.2,-13.7,-9.3,
5,Gardner-Webb,10,10,.500,11,15,.423,70.7,68.4,-3.9,-6.1,
5,Longwood,10,10,.500,12,17,.414,66.2,67.8,-7.9,-6.4,
8,High Point,6,11,.353,9,15,.375,66.7,69.9,-10.8,-7.6,
9,South Carolina Upstate,5,11,.313,5,18,.217,65.9,74.4,-13.7,-5.2,
10,Presbyterian,5,12,.294,7,15,.318,64.1,67.1,-14.0,-9.0,
11,Charleston Southern,2,15,.118,3,18,.143,65.5,73.8,-16.7,-6.2,
