Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina-Asheville,13,5,.722,21,13,.618,75.2,73.5,-3.9,-3.6,Reg. Season Champion
2,Radford,12,6,.667,23,13,.639,67.3,64.9,-2.6,-4.1,NCAA Tournament; Conf. Tournament Champion
2,Winthrop,12,6,.667,19,12,.613,79.5,71.6,-1.6,-5.8,
4,Campbell,10,8,.556,18,16,.529,75.9,70.9,-5.7,-6.7,
5,Liberty,9,9,.500,22,15,.595,70.8,63.6,-2.7,-6.2,
5,Charleston Southern,9,9,.500,15,16,.484,72.0,68.8,-8.2,-6.2,
5,High Point,9,9,.500,14,16,.467,70.9,66.4,-6.7,-6.4,
5,Gardner-Webb,9,9,.500,14,18,.438,70.6,72.1,-9.7,-3.8,
9,Presbyterian,4,14,.222,11,21,.344,66.4,71.0,-14.3,-5.5,
10,Longwood,3,15,.167,7,26,.212,63.3,74.1,-18.3,-4.3,
