Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Radford,12,4,.750,22,11,.667,73.9,68.1,1.3,-2.0,Reg. Season Champion
1,Campbell,12,4,.750,20,13,.606,75.6,70.5,-3.6,-4.4,Reg. Season Champion
3,Gardner-Webb,11,6,.647,23,12,.657,77.7,70.5,-2.6,-4.4,NCAA Tournament; Conf. Tournament Champion
4,Winthrop,10,6,.625,18,12,.600,83.3,78.6,-2.9,-3.7,
5,Presbyterian,9,7,.563,20,16,.556,78.3,72.5,-3.6,-5.3,
5,Charleston Southern,9,7,.563,18,16,.529,75.7,69.7,-2.4,-4.2,
5,High Point,9,7,.563,16,15,.516,68.2,67.9,-5.6,-4.4,
5,Hampton,9,7,.563,18,17,.514,81.3,76.3,-3.3,-5.1,
9,Longwood,5,11,.313,16,18,.471,70.8,70.8,-8.4,-6.6,
10,North Carolina-Asheville,2,14,.125,4,27,.129,59.9,74.6,-19.8,-2.3,
11,South Carolina Upstate,1,16,.059,6,26,.188,67.8,74.8,-15.3,-4.3,
