Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina-Asheville,16,2,.889,24,10,.706,80.7,71.4,3.1,-2.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Coastal Carolina,12,6,.667,19,12,.613,72.5,65.9,-2.6,-4.6,
3,Charleston Southern,11,7,.611,19,12,.613,76.9,72.3,-2.2,-4.3,
3,Campbell,11,7,.611,17,15,.531,74.1,73.8,-6.1,-4.8,
5,Liberty,9,9,.500,14,18,.438,68.8,71.3,-9.7,-4.8,
6,Virginia Military Institute,8,10,.444,17,16,.515,79.7,80.6,-9.4,-5.2,
6,Presbyterian,8,10,.444,14,15,.483,65.1,66.1,-6.8,-4.7,
6,High Point,8,10,.444,13,18,.419,71.1,70.2,-5.9,-4.1,
6,Winthrop,8,10,.444,12,20,.375,63.6,66.0,-7.6,-3.5,
10,Gardner-Webb,6,12,.333,12,20,.375,65.7,66.8,-8.0,-4.8,
11,Radford,2,16,.111,6,26,.188,61.2,68.6,-13.1,-3.3,
