Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Winthrop,13,5,.722,23,9,.719,82.2,75.9,-1.4,-5.7,Reg. Season Champion
1,High Point,13,5,.722,21,11,.656,77.3,70.6,-0.5,-4.2,Reg. Season Champion
3,North Carolina-Asheville,12,6,.667,22,12,.647,75.1,68.0,1.1,-3.2,NCAA Tournament; Conf. Tournament Champion
3,Coastal Carolina,12,6,.667,21,12,.636,73.0,66.5,-1.9,-4.2,
5,Gardner-Webb,10,8,.556,17,16,.515,75.0,74.3,-6.9,-4.0,
5,Liberty,10,8,.556,13,19,.406,64.7,68.4,-10.4,-3.7,
7,Radford,9,9,.500,16,15,.516,73.1,72.5,-5.2,-3.4,
8,Campbell,5,13,.278,12,18,.400,73.6,73.4,-11.1,-6.7,
8,Presbyterian,5,13,.278,11,20,.355,67.5,72.9,-13.4,-5.0,
8,Longwood,5,13,.278,10,23,.303,72.6,75.8,-11.4,-5.1,
8,Charleston Southern,5,13,.278,9,21,.300,71.5,75.1,-10.9,-2.6,
