Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Winthrop,15,3,.833,26,7,.788,79.2,70.4,1.3,-6.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,North Carolina-Asheville,15,3,.833,23,10,.697,77.1,68.5,0.8,-5.6,Reg. Season Champion
3,Liberty,14,4,.778,21,14,.600,66.6,63.4,-5.5,-6.2,
4,Gardner-Webb,11,7,.611,19,14,.576,77.2,70.3,-3.1,-5.7,
5,High Point,9,9,.500,15,16,.484,68.8,68.9,-9.1,-6.3,
6,Radford,8,10,.444,14,18,.438,65.3,70.2,-11.3,-4.6,
7,Campbell,7,11,.389,19,18,.514,71.7,70.4,-9.7,-7.6,
7,Charleston Southern,7,11,.389,12,19,.387,74.3,75.6,-12.3,-6.2,
9,Longwood,3,15,.167,6,24,.200,67.3,80.3,-21.2,-6.2,
10,Presbyterian,1,17,.056,5,25,.167,61.2,74.8,-23.6,-5.9,
