Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,High Point,13,5,.722,23,10,.697,72.9,67.6,-2.5,-4.6,Reg. Season Champion
1,Charleston Southern,13,5,.722,19,12,.613,73.5,68.7,-4.5,-5.2,Reg. Season Champion
3,Coastal Carolina,12,6,.667,24,10,.706,71.7,62.4,-1.0,-6.2,NCAA Tournament; Conf. Tournament Champion
3,Radford,12,6,.667,22,12,.647,72.8,67.7,-3.9,-5.5,
3,Winthrop,12,6,.667,19,13,.594,73.6,67.5,-3.9,-7.4,
6,Gardner-Webb,10,8,.556,20,15,.571,74.8,74.1,-5.2,-3.1,
6,North Carolina-Asheville,10,8,.556,15,16,.484,72.3,70.4,-7.2,-5.7,
8,Presbyterian,6,12,.333,10,22,.313,61.8,69.2,-16.3,-4.5,
9,Longwood,5,13,.278,11,23,.324,68.0,73.3,-13.0,-5.5,
10,Campbell,4,14,.222,10,22,.313,63.9,66.4,-11.1,-5.3,
11,Liberty,2,16,.111,8,24,.250,63.9,69.4,-16.0,-6.4,
