Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Arizona,16,2,.889,34,4,.895,76.6,59.7,24.3,7.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Utah,13,5,.722,26,9,.743,71.3,57.1,21.0,7.4,NCAA Tournament
2,Oregon,13,5,.722,26,10,.722,75.4,70.8,11.4,7.7,NCAA Tournament
4,UCLA,11,7,.611,22,14,.611,71.9,68.1,12.1,8.3,NCAA Tournament
5,Stanford,9,9,.500,24,13,.649,72.3,67.3,12.3,7.3,
5,Arizona State,9,9,.500,18,16,.529,69.4,66.6,9.5,6.7,
7,Oregon State,8,10,.444,17,14,.548,60.9,59.2,5.9,5.0,
8,University of California,7,11,.389,18,15,.545,66.5,67.3,5.4,6.2,
8,Colorado,7,11,.389,16,18,.471,69.0,68.1,7.0,6.2,
8,Washington State,7,11,.389,13,18,.419,70.6,76.5,0.1,6.1,
11,Washington,5,13,.278,16,15,.516,68.6,67.9,5.6,4.8,
12,Southern California,3,15,.167,12,20,.375,67.0,71.0,2.2,6.2,
