Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Arizona,16,2,.889,32,5,.865,76.6,65.9,18.3,7.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Oregon,16,2,.889,33,6,.846,78.9,65.8,20.8,8.4,NCAA Tournament; Reg. Season Champion; NCAA FF
3,UCLA,15,3,.833,31,5,.861,89.8,75.5,20.7,6.4,NCAA Tournament
4,Utah,11,7,.611,20,12,.625,78.5,68.1,12.5,4.3,
5,Southern California,10,8,.556,26,10,.722,78.2,73.1,11.5,6.4,NCAA Tournament
5,University of California,10,8,.556,21,13,.618,68.1,63.4,11.1,6.3,
7,Colorado,8,10,.444,19,15,.559,75.5,72.2,9.1,6.0,
8,Arizona State,7,11,.389,15,18,.455,78.6,81.7,4.0,7.1,
9,Stanford,6,12,.333,14,17,.452,69.7,71.1,6.4,8.6,
9,Washington State,6,12,.333,13,18,.419,70.3,76.6,0.1,6.9,
11,Washington,2,16,.111,9,22,.290,76.4,81.1,2.1,6.8,
12,Oregon State,1,17,.056,5,27,.156,63.2,72.5,-4.6,5.9,
