Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Washington,14,4,.778,24,11,.686,75.6,70.1,10.8,5.3,Reg. Season Champion
2,Oregon,13,5,.722,24,10,.706,74.3,68.9,10.2,4.7,
2,University of California,13,5,.722,24,10,.706,71.1,61.9,13.8,4.5,NCAA Tournament
4,Arizona,12,6,.667,23,12,.657,69.0,62.7,10.9,4.6,
5,Colorado,11,7,.611,24,12,.667,67.5,63.0,7.9,5.7,NCAA Tournament; Conf. Tournament Champion
5,UCLA,11,7,.611,19,14,.576,68.6,62.5,10.5,5.3,
7,Stanford,10,8,.556,26,11,.703,71.8,63.2,12.6,4.0,
8,Oregon State,7,11,.389,21,15,.583,78.9,72.7,8.8,3.4,
8,Washington State,7,11,.389,19,18,.514,68.1,65.4,6.2,4.1,
10,Arizona State,6,12,.333,10,21,.323,61.0,66.3,-1.0,4.3,
11,Utah,3,15,.167,6,25,.194,55.5,69.7,-9.3,5.5,
12,Southern California,1,17,.056,6,26,.188,52.6,59.7,-0.5,6.6,
