Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Arizona,15,3,.833,33,5,.868,72.9,58.6,23.4,9.0,NCAA Tournament; Reg. Season Champion
2,UCLA,12,6,.667,28,9,.757,81.2,70.4,18.4,7.6,NCAA Tournament; Conf. Tournament Champion
3,Oregon,10,8,.556,24,10,.706,81.9,74.1,15.8,8.0,NCAA Tournament
3,Colorado,10,8,.556,23,12,.657,70.2,68.2,10.8,8.8,NCAA Tournament
3,Stanford,10,8,.556,23,13,.639,72.7,68.3,13.4,9.0,NCAA Tournament
3,Arizona State,10,8,.556,21,12,.636,75.3,69.4,13.3,7.4,NCAA Tournament
3,University of California,10,8,.556,21,14,.600,72.4,69.1,10.7,7.4,
8,Utah,9,9,.500,21,12,.636,75.1,64.3,12.7,6.2,
8,Washington,9,9,.500,17,15,.531,74.5,74.7,6.3,6.4,
10,Oregon State,8,10,.444,16,16,.500,75.8,75.6,6.0,5.9,
11,Washington State,3,15,.167,10,21,.323,62.4,67.1,1.3,7.2,
12,Southern California,2,16,.111,11,21,.344,70.6,75.3,2.6,8.0,
