Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Oregon,13,5,.722,24,7,.774,75.9,66.7,18.2,9.1,Reg. Season Champion
2,UCLA,12,6,.667,19,12,.613,69.5,67.1,9.8,8.2,
3,Southern California,11,7,.611,22,9,.710,70.3,66.0,11.5,7.2,
3,Arizona State,11,7,.611,20,11,.645,73.8,70.5,11.5,8.1,
5,Arizona,10,8,.556,21,11,.656,76.4,65.3,19.5,8.4,
5,Colorado,10,8,.556,21,11,.656,70.9,64.3,14.9,8.3,
7,Stanford,9,9,.500,20,12,.625,69.5,62.5,13.4,6.4,
8,Oregon State,7,11,.389,18,13,.581,71.2,67.6,9.7,6.1,
8,Utah,7,11,.389,16,15,.516,70.9,70.3,8.5,7.9,
8,University of California,7,11,.389,14,18,.438,63.2,69.1,3.2,9.0,
11,Washington State,6,12,.333,16,16,.500,69.8,69.7,5.1,4.9,
12,Washington,5,13,.278,15,17,.469,70.6,66.4,12.4,8.3,
