Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Arizona,18,2,.900,31,3,.912,84.6,67.5,24.0,7.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,UCLA,15,5,.750,25,7,.781,76.4,64.8,20.3,8.8,NCAA Tournament
3,Southern California,14,6,.700,26,7,.788,72.6,65.9,13.1,6.4,NCAA Tournament
4,Colorado,12,8,.600,21,11,.656,71.2,67.1,10.6,6.6,
5,Oregon,11,9,.550,19,14,.576,72.4,69.5,10.5,8.3,
5,Washington State,11,9,.550,19,14,.576,71.9,65.4,12.4,5.9,
5,Washington,11,9,.550,17,15,.531,70.6,72.3,5.5,7.2,
8,Arizona State,10,10,.500,14,17,.452,65.4,67.2,8.2,10.0,
9,Stanford,8,12,.400,16,16,.500,66.4,68.7,6.8,9.1,
10,California,5,15,.250,12,20,.375,63.1,66.1,4.5,7.5,
11,Utah,4,16,.200,11,20,.355,69.7,70.9,5.9,7.0,
12,Oregon State,1,19,.050,3,28,.097,68.3,78.1,-1.0,8.9,
