Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UCLA,18,2,.900,31,6,.838,74.1,60.7,22.1,8.7,NCAA Tournament; Reg. Season Champion
2,Arizona,14,6,.700,28,7,.800,81.9,71.1,19.1,8.3,NCAA Tournament; Conf. Tournament Champion
2,Southern California,14,6,.700,22,11,.667,72.5,67.4,13.1,8.0,NCAA Tournament
4,Oregon,12,8,.600,21,15,.583,70.6,66.3,13.8,9.5,
5,Arizona State,11,9,.550,23,13,.639,71.1,68.0,11.3,8.2,NCAA Tournament
5,Washington State,11,9,.550,17,17,.500,68.4,65.7,10.5,7.9,
7,Utah,10,10,.500,17,15,.531,68.7,63.8,11.3,6.5,
8,Colorado,8,12,.400,18,17,.514,69.9,67.1,11.2,8.4,
8,Washington,8,12,.400,16,16,.500,69.2,70.3,6.8,7.9,
10,Stanford,7,13,.350,14,19,.424,70.3,68.4,9.6,7.7,
11,Oregon State,5,15,.250,11,21,.344,61.2,67.0,0.1,6.6,
12,California,2,18,.100,3,29,.094,58.3,70.1,-3.4,8.4,
