Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,UCLA,13,5,.722,25,10,.714,74.4,69.3,12.9,7.8,NCAA Tournament; Reg. Season Champion
2,Arizona,12,6,.667,27,8,.771,73.4,63.6,17.3,7.5,NCAA Tournament
2,Oregon,12,6,.667,28,9,.757,71.6,63.6,13.8,5.8,NCAA Tournament; Conf. Tournament Champion
2,University of California,12,6,.667,21,12,.636,67.2,64.3,10.6,7.8,NCAA Tournament
5,Colorado,10,8,.556,21,12,.636,67.6,63.6,11.9,7.9,NCAA Tournament
6,Arizona State,9,9,.500,22,13,.629,71.8,67.5,8.9,4.6,
6,Stanford,9,9,.500,19,15,.559,70.5,66.5,11.4,7.4,
6,Washington,9,9,.500,18,16,.529,67.9,67.2,7.9,7.2,
6,Southern California,9,9,.500,14,18,.438,65.7,67.6,6.3,8.2,
10,Utah,5,13,.278,15,18,.455,64.2,63.2,4.7,6.7,
11,Oregon State,4,14,.222,14,18,.438,72.0,70.3,6.0,4.3,
11,Washington State,4,14,.222,13,19,.406,64.4,63.0,6.7,5.3,
