Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Oregon,14,4,.778,31,7,.816,78.7,68.8,18.0,8.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Utah,13,5,.722,27,9,.750,77.2,69.5,15.5,8.8,NCAA Tournament
3,Arizona,12,6,.667,25,9,.735,80.4,68.9,18.8,7.2,NCAA Tournament
3,University of California,12,6,.667,23,11,.676,74.9,67.3,15.4,7.9,NCAA Tournament
5,Colorado,10,8,.556,22,12,.647,75.8,70.8,12.0,7.6,NCAA Tournament
6,Southern California,9,9,.500,21,13,.618,80.5,74.6,13.5,7.6,NCAA Tournament
6,Oregon State,9,9,.500,19,13,.594,71.9,70.1,10.4,9.3,NCAA Tournament
6,Washington,9,9,.500,19,15,.559,83.9,80.8,11.2,8.1,
9,Stanford,8,10,.444,15,15,.500,69.6,70.4,8.1,10.4,
10,UCLA,6,12,.333,15,17,.469,77.5,76.7,10.5,9.7,
11,Arizona State,5,13,.278,15,17,.469,73.3,74.0,8.3,9.0,
12,Washington State,1,17,.056,9,22,.290,70.5,77.2,0.5,8.0,
