Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Hampton,14,4,.778,25,7,.781,77.2,70.2,-3.7,-10.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,South Carolina State,14,4,.778,19,13,.594,65.4,65.1,-7.5,-7.8,Reg. Season Champion
3,Delaware State,11,7,.611,13,15,.464,63.8,67.9,-15.1,-11.0,
3,Norfolk State,11,7,.611,12,17,.414,73.3,78.2,-12.7,-7.7,
5,Coppin State,11,8,.579,13,15,.464,64.5,67.1,-12.0,-9.4,
6,Maryland-Eastern Shore,10,8,.556,12,16,.429,66.5,73.6,-18.2,-9.7,
7,North Carolina A&T,8,10,.444,13,17,.433,68.4,70.9,-13.8,-11.0,
7,Howard,8,10,.444,10,18,.357,68.4,77.9,-19.9,-10.4,
9,Bethune-Cookman,5,13,.278,10,19,.345,62.8,68.1,-17.8,-10.4,
10,Florida A&M,4,14,.222,6,22,.214,67.0,79.6,-22.8,-10.2,
11,Morgan State,4,15,.211,6,23,.207,67.4,74.7,-17.3,-10.0,
