Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,South Carolina State,14,5,.737,20,14,.588,70.2,71.2,-10.4,-9.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Hampton,13,5,.722,17,12,.586,74.7,71.6,-8.5,-11.6,
2,Coppin State,13,5,.722,15,15,.500,67.2,68.5,-10.7,-9.4,
4,Bethune-Cookman,12,6,.667,14,15,.483,75.4,75.1,-8.8,-9.6,
5,Norfolk State,11,7,.611,12,16,.429,76.0,80.8,-16.2,-11.4,
6,North Carolina A&T,11,8,.579,14,15,.483,75.4,75.4,-11.8,-12.2,
7,Maryland-Eastern Shore,8,10,.444,12,17,.414,66.2,72.9,-17.7,-10.9,
8,Florida A&M,7,11,.389,9,22,.290,64.5,75.5,-20.4,-9.4,
9,Delaware State,5,13,.278,6,22,.214,62.8,69.3,-17.7,-11.3,
9,Morgan State,5,13,.278,5,24,.172,65.0,77.6,-21.6,-9.0,
11,Howard,1,17,.056,1,27,.036,65.2,84.7,-26.2,-6.7,
