Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Delaware State,14,4,.778,19,14,.576,61.9,61.7,-6.7,-6.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Hampton,13,5,.722,17,13,.567,65.8,64.0,-9.2,-11.0,
2,Coppin State,13,5,.722,14,15,.483,60.9,63.2,-8.5,-6.2,
4,South Carolina State,11,7,.611,19,12,.613,67.3,61.4,-5.0,-10.9,
4,Norfolk State,11,7,.611,13,14,.481,62.1,61.7,-11.3,-11.7,
4,Morgan State,11,7,.611,14,16,.467,65.4,67.6,-13.2,-10.9,
7,Florida A&M,10,8,.556,14,15,.483,68.0,73.8,-15.1,-9.2,
8,Bethune-Cookman,8,10,.444,13,17,.433,64.4,68.6,-15.9,-11.7,
9,North Carolina A&T,5,13,.278,6,24,.200,64.5,74.0,-17.1,-7.7,
10,Howard,2,16,.111,5,23,.179,64.0,73.8,-20.5,-9.8,
11,Maryland-Eastern Shore,1,17,.056,2,26,.071,56.5,79.5,-33.1,-10.0,
