Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Morgan State,15,1,.938,27,10,.730,76.0,70.4,-1.2,-6.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Delaware State,11,5,.688,17,12,.586,58.5,58.3,-9.1,-7.6,
3,South Carolina State,10,6,.625,18,14,.563,69.5,69.5,-9.3,-8.6,
4,Norfolk State,9,7,.563,11,19,.367,70.6,75.3,-11.9,-6.4,
5,Hampton,8,8,.500,14,18,.438,65.7,64.1,-6.8,-8.4,
6,Maryland-Eastern Shore,8,8,.500,11,21,.344,60.8,69.3,-16.2,-7.4,
7,Bethune-Cookman,7,9,.438,17,16,.515,61.2,60.5,-13.1,-8.4,
8,Howard,6,10,.375,7,25,.219,58.4,70.3,-19.5,-7.3,
9,North Carolina A&T,6,10,.375,11,22,.333,67.9,72.0,-12.0,-5.7,
10,Florida A&M,5,11,.313,9,22,.290,63.4,73.2,-18.8,-6.4,
11,Coppin State,3,13,.188,8,22,.267,61.1,67.6,-14.9,-6.8,
,Winston-Salem-nm,,,,12,17,.414,62.3,69.1,,,
