Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Morgan State,14,2,.875,22,11,.667,67.5,62.4,-4.2,-8.6,Reg. Season Champion
2,Hampton,11,5,.688,18,12,.600,65.2,62.6,-5.6,-8.0,
2,Norfolk State,11,5,.688,16,15,.516,69.6,70.6,-13.7,-12.0,
4,Delaware State,10,6,.625,14,16,.467,59.0,61.8,-11.5,-6.9,
5,North Carolina A&T,9,7,.563,15,16,.484,69.8,71.9,-14.6,-6.5,
5,Florida A&M,9,7,.563,15,17,.469,64.5,70.3,-15.4,-7.2,
7,Coppin State,7,9,.438,16,21,.432,59.8,66.0,-14.5,-6.2,NCAA Tournament; Conf. Tournament Champion
7,South Carolina State,7,9,.438,13,20,.394,70.6,75.8,-15.9,-9.2,
9,Bethune-Cookman,5,11,.313,11,21,.344,58.2,61.8,-16.0,-10.9,
10,Howard,3,13,.188,6,26,.188,56.8,70.9,-22.5,-7.7,
11,Maryland-Eastern Shore,2,14,.125,4,28,.125,58.7,74.8,-23.8,-7.8,
,Winston-Salem-nm,,,,12,18,.400,62.5,67.6,,,
