Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,South Carolina State,15,3,.833,20,11,.645,72.2,71.3,-9.2,-10.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Hampton,13,5,.722,19,11,.633,71.5,68.8,-7.8,-10.5,
2,Delaware State,13,5,.722,15,12,.556,62.2,62.6,-9.9,-9.6,
4,Florida A&M,11,7,.611,17,12,.586,71.5,71.9,-10.6,-10.3,
4,Coppin State,11,7,.611,11,17,.393,58.0,61.6,-11.0,-7.4,
6,Norfolk State,10,8,.556,14,15,.483,63.0,65.0,-13.8,-11.8,
7,Howard,9,9,.500,13,17,.433,73.2,72.8,-10.4,-10.7,
8,Morgan State,6,12,.333,7,22,.241,68.2,76.3,-20.8,-12.7,
9,Bethune-Cookman,5,13,.278,8,22,.267,64.7,72.9,-19.1,-10.9,
9,Maryland-Eastern Shore,5,13,.278,5,23,.179,62.9,71.4,-19.8,-11.3,
11,North Carolina A&T,1,17,.056,1,26,.037,61.3,80.4,-28.0,-8.1,
