Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Hampton,17,1,.944,26,7,.788,79.5,71.0,-0.4,-8.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Delaware State,12,6,.667,16,13,.552,64.8,63.7,-9.4,-10.5,
3,Howard,11,7,.611,18,13,.581,74.9,73.1,-7.4,-9.2,
3,South Carolina State,11,7,.611,15,16,.484,69.7,73.3,-11.2,-7.0,
5,North Carolina A&T,10,8,.556,11,17,.393,67.2,72.5,-12.9,-7.2,
6,Norfolk State,9,9,.500,10,19,.345,68.9,76.0,-14.1,-7.0,
6,Florida A&M,9,9,.500,9,19,.321,66.5,73.6,-14.6,-7.5,
8,Bethune-Cookman,8,10,.444,12,17,.414,68.4,73.8,-14.3,-8.3,
9,Maryland-Eastern Shore,7,11,.389,11,18,.379,65.9,72.4,-15.6,-9.1,
10,Coppin State,3,15,.167,6,25,.194,58.2,68.7,-18.8,-7.8,
11,Morgan State,2,16,.111,3,25,.107,65.4,77.0,-19.3,-7.7,
