Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Morgan State,13,3,.813,23,12,.657,66.7,62.3,-2.3,-6.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,South Carolina State,10,6,.625,17,14,.548,69.9,67.5,-10.3,-9.5,
3,Bethune-Cookman,9,7,.563,17,16,.515,58.4,58.8,-12.4,-9.8,
3,North Carolina A&T,9,7,.563,16,16,.500,67.0,66.8,-13.0,-8.4,
3,Norfolk State,9,7,.563,13,18,.419,68.4,71.6,-13.3,-9.5,
3,Coppin State,9,7,.563,13,19,.406,63.8,67.5,-9.6,-4.6,
7,Hampton,8,8,.500,16,16,.500,57.8,59.4,-10.8,-7.6,
8,Florida A&M,6,10,.375,10,21,.323,61.3,71.9,-17.2,-5.7,
8,Howard,6,10,.375,8,23,.258,61.3,70.5,-16.6,-6.6,
8,Delaware State,6,10,.375,8,24,.250,57.7,65.6,-14.5,-4.8,
11,Maryland-Eastern Shore,3,13,.188,7,23,.233,58.6,69.6,-22.6,-8.8,
,Winston-Salem-nm,,,,8,22,.267,58.0,67.4,,,
