Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina Central,16,1,.941,28,6,.824,73.9,59.5,4.0,-8.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Hampton,13,4,.765,18,13,.581,73.0,70.2,-5.2,-7.9,
3,Norfolk State,11,5,.688,19,15,.559,71.4,70.5,-7.8,-7.2,
3,Morgan State,11,5,.688,15,16,.484,71.5,72.2,-5.8,-5.0,
5,Savannah State,10,6,.625,13,19,.406,61.5,64.3,-9.6,-5.4,*Overall W-L adjusted to 0-19 conference W-L adjusted to 0-6
6,Florida A&M,8,8,.500,14,18,.438,71.3,74.1,-12.3,-7.6,
7,Coppin State,7,9,.438,12,20,.375,69.7,75.1,-11.1,-5.0,
8,Delaware State,5,11,.313,9,21,.300,61.6,64.9,-12.6,-6.1,
8,South Carolina State,5,11,.313,9,21,.300,62.8,72.7,-17.2,-6.0,
8,North Carolina A&T,5,11,.313,9,23,.281,65.3,73.2,-16.4,-7.4,
8,Howard,5,11,.313,8,25,.242,61.2,71.0,-16.8,-5.2,
8,Bethune-Cookman,5,11,.313,7,25,.219,63.5,70.4,-16.9,-7.5,
13,Maryland-Eastern Shore,4,12,.250,6,24,.200,66.5,75.0,-17.0,-6.6,
