Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina Central,13,3,.813,18,13,.581,69.7,66.0,-10.0,-8.9,Reg. Season Champion
2,North Carolina A&T,12,4,.750,17,15,.531,72.2,72.0,-9.7,-7.9,
2,Norfolk State,12,4,.750,16,15,.516,70.5,64.9,-7.8,-9.4,
4,Bethune-Cookman,10,6,.625,16,14,.533,74.6,72.2,-10.2,-9.0,
4,Florida A&M,10,6,.625,12,15,.444,67.6,73.5,-12.2,-6.2,
6,Morgan State,9,7,.563,15,16,.484,70.4,70.9,-12.8,-9.2,
7,Coppin State,7,9,.438,11,20,.355,68.0,74.1,-14.4,-8.3,
8,South Carolina State,6,10,.375,11,18,.379,70.2,75.2,-16.0,-9.3,
9,Delaware State,4,12,.250,6,26,.188,73.4,83.0,-20.9,-9.5,
9,Maryland-Eastern Shore,4,12,.250,5,27,.156,57.5,71.2,-22.0,-6.4,
11,Howard,1,15,.063,4,29,.121,69.9,81.3,-21.9,-8.0,
