Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Delaware State,16,2,.889,21,14,.600,57.5,57.5,-6.1,-6.2,Reg. Season Champion
2,Coppin State,12,6,.667,12,18,.400,64.0,68.8,-10.9,-6.1,
3,Bethune-Cookman,11,7,.611,15,15,.500,65.4,68.6,-13.7,-10.5,
3,South Carolina State,11,7,.611,14,16,.467,60.3,63.9,-12.2,-8.6,
5,Hampton,10,8,.556,16,16,.500,66.3,64.0,-10.2,-12.6,NCAA Tournament; Conf. Tournament Champion
5,Florida A&M,10,8,.556,14,17,.452,66.8,71.9,-13.6,-8.1,
5,Norfolk State,10,8,.556,13,18,.419,61.9,65.1,-11.9,-8.6,
8,North Carolina A&T,6,12,.333,6,23,.207,61.7,71.2,-18.2,-8.6,
9,Howard,5,13,.278,7,22,.241,64.9,70.7,-16.1,-10.4,
10,Maryland-Eastern Shore,4,14,.222,7,22,.241,64.9,74.7,-20.4,-10.2,
10,Morgan State,4,14,.222,4,26,.133,54.8,74.4,-27.2,-7.7,
