Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Norfolk State,14,2,.875,22,14,.611,73.7,69.5,-8.0,-8.7,Reg. Season Champion
2,North Carolina A&T,13,3,.813,19,13,.594,70.0,69.0,-11.2,-9.9,
3,North Carolina Central,10,6,.625,18,16,.529,71.4,66.6,-11.5,-11.2,NCAA Tournament; Conf. Tournament Champion
3,Howard,10,6,.625,17,17,.500,78.9,78.3,-12.3,-9.5,
5,Bethune-Cookman,9,7,.563,14,17,.452,73.9,72.4,-12.0,-9.7,
5,Florida A&M,9,7,.563,12,19,.387,62.2,66.4,-13.6,-8.1,
7,Savannah State,8,8,.500,11,20,.355,76.1,86.9,-20.5,-9.0,
8,Coppin State,7,9,.438,8,25,.242,64.2,76.0,-18.9,-7.1,
9,South Carolina State,5,11,.313,8,26,.235,70.2,76.3,-16.9,-8.3,
9,Maryland-Eastern Shore,5,11,.313,7,25,.219,57.3,71.6,-24.2,-7.9,
11,Morgan State,4,12,.250,9,21,.300,72.0,76.8,-16.0,-10.7,
12,Delaware State,2,14,.125,6,25,.194,63.1,76.5,-26.8,-10.1,
