Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,South Carolina State,14,4,.778,18,11,.621,69.1,65.1,-6.8,-10.1,Reg. Season Champion
1,Coppin State,14,4,.778,18,14,.563,61.5,60.9,-8.0,-8.7,Reg. Season Champion
3,Delaware State,11,7,.611,13,15,.464,61.5,61.9,-8.4,-8.0,
3,Hampton,11,7,.611,13,17,.433,68.6,70.3,-10.4,-8.7,
5,Florida A&M,10,8,.556,15,17,.469,72.2,74.1,-9.8,-7.9,NCAA Tournament; Conf. Tournament Champion
5,Norfolk State,10,8,.556,12,17,.414,61.9,65.6,-15.0,-11.7,
7,Morgan State,9,9,.500,11,16,.407,68.7,71.7,-13.2,-10.2,
8,Bethune-Cookman,7,11,.389,8,21,.276,59.0,66.9,-18.5,-10.6,
9,Maryland-Eastern Shore,6,12,.333,8,21,.276,58.8,69.5,-20.9,-10.1,
10,Howard,4,14,.222,6,22,.214,60.1,65.8,-15.5,-9.9,
11,North Carolina A&T,3,15,.167,3,25,.107,57.8,74.4,-24.4,-7.8,
