Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Bethune-Cookman,13,3,.813,21,13,.618,65.9,65.9,-11.1,-8.0,Reg. Season Champion
2,Hampton,11,5,.688,24,9,.727,66.6,62.7,-5.2,-8.8,NCAA Tournament; Conf. Tournament Champion
2,Coppin State,11,5,.688,16,14,.533,72.5,72.3,-8.7,-7.7,
4,Morgan State,10,6,.625,17,14,.548,66.5,66.8,-8.0,-7.7,
5,North Carolina A&T,9,7,.563,15,17,.469,71.3,74.1,-12.1,-6.3,
6,Norfolk State,8,8,.500,12,20,.375,69.9,74.7,-12.2,-7.4,
7,Florida A&M,7,9,.438,12,20,.375,64.2,68.6,-16.8,-8.7,
8,South Carolina State,5,11,.313,10,22,.313,66.2,71.1,-16.7,-8.6,
8,Delaware State,5,11,.313,9,21,.300,62.5,65.6,-12.2,-6.4,
8,Maryland-Eastern Shore,5,11,.313,9,22,.290,67.6,77.7,-19.4,-7.4,
11,Howard,4,12,.250,6,24,.200,58.4,69.9,-18.8,-7.3,
