Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,North Carolina Central,16,0,1.000,25,8,.758,69.0,55.2,0.7,-8.7,Reg. Season Champion
2,Norfolk State,12,4,.750,20,14,.588,70.1,66.3,-4.7,-6.3,
3,Maryland-Eastern Shore,11,5,.688,18,15,.545,67.5,67.2,-6.5,-6.9,
4,Howard,10,6,.625,16,16,.500,63.5,62.6,-9.9,-7.9,
5,Delaware State,9,7,.563,18,18,.500,70.4,72.4,-10.8,-6.8,
6,Hampton,8,8,.500,17,18,.486,67.0,68.2,-8.2,-7.1,NCAA Tournament; Conf. Tournament Champion
7,Bethune-Cookman,7,9,.438,11,21,.344,59.3,62.6,-15.5,-10.5,
7,South Carolina State,7,9,.438,11,22,.333,59.5,66.8,-17.4,-7.5,
9,North Carolina A&T,6,10,.375,9,23,.281,58.9,66.0,-16.8,-8.0,
9,Coppin State,6,10,.375,8,23,.258,71.6,82.5,-17.8,-4.8,
11,Savannah State,5,11,.313,9,22,.290,56.7,66.8,-18.2,-6.3,*Overall W-L adjusted to 6-22
11,Morgan State,5,11,.313,7,24,.226,61.2,70.9,-16.2,-6.5,
13,Florida A&M,2,14,.125,2,27,.069,55.4,72.9,-26.0,-8.5,
