Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Villanova,11,4,.733,16,5,.762,75.8,66.9,18.5,9.6,
2,Creighton,14,6,.700,18,7,.720,78.4,69.1,18.0,8.7,
3,Connecticut,11,6,.647,14,6,.700,72.3,65.2,16.3,9.2,
4,St. John's (NY),10,9,.526,16,10,.615,79.3,76.7,10.7,8.1,
4,Seton Hall,10,9,.526,13,12,.520,71.6,69.8,12.2,10.5,
6,Providence,9,10,.474,13,12,.520,70.2,69.7,10.6,10.2,
7,Xavier,6,7,.462,13,7,.650,75.1,70.2,12.6,7.7,
8,Georgetown,7,9,.438,9,12,.429,71.7,73.4,8.9,10.6,
9,Marquette,8,11,.421,13,13,.500,70.5,69.9,10.0,9.4,
10,Butler,8,12,.400,9,14,.391,63.6,67.9,6.4,10.7,
11,DePaul,2,13,.133,4,13,.235,65.9,71.2,4.1,9.5,
