Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Syracuse,15,3,.833,30,5,.857,80.9,66.4,21.7,7.2,NCAA Tournament; Reg. Season Champion
2,Pittsburgh,13,5,.722,25,9,.735,68.7,61.8,14.3,7.4,NCAA Tournament
3,West Virginia,13,5,.722,31,7,.816,72.4,63.5,19.2,10.3,NCAA Tournament; Conf. Tournament Champion; NCAA FF
4,Villanova,13,5,.722,25,8,.758,81.8,72.8,16.7,7.7,NCAA Tournament
5,Marquette,11,7,.611,22,12,.647,73.1,64.6,15.2,8.2,NCAA Tournament
6,Louisville,11,7,.611,20,13,.606,75.9,69.8,14.1,8.0,NCAA Tournament
7,Notre Dame,10,8,.556,23,12,.657,75.3,68.4,13.1,6.2,NCAA Tournament
8,Georgetown,10,8,.556,23,11,.676,73.5,66.1,17.0,9.6,NCAA Tournament
9,South Florida,9,9,.500,20,13,.606,67.5,65.9,8.7,7.2,
10,Seton Hall,9,9,.500,19,13,.594,80.1,75.4,10.4,5.8,
11,Cincinnati,7,11,.389,19,16,.543,68.8,66.5,10.0,8.4,
12,Connecticut,7,11,.389,18,16,.529,70.0,66.6,12.5,9.2,
13,St. John's (NY),6,12,.333,17,16,.515,68.2,66.4,9.2,8.7,
14,Rutgers,5,13,.278,15,17,.469,67.5,71.7,1.3,5.9,
15,Providence,4,14,.222,12,19,.387,82.4,82.2,7.0,8.2,
16,DePaul,1,17,.056,8,23,.258,61.0,66.9,1.6,7.6,
