Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Villanova,13,5,.722,26,10,.722,73.7,67.4,14.3,8.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Marquette,12,6,.667,24,10,.706,77.3,69.5,14.8,7.0,NCAA Tournament
3,Seton Hall,9,9,.500,20,14,.588,73.8,71.9,10.3,8.3,NCAA Tournament
3,Georgetown,9,9,.500,19,14,.576,79.5,78.1,6.8,5.3,
3,Creighton,9,9,.500,20,15,.571,77.9,73.2,12.0,8.6,
3,Xavier,9,9,.500,19,16,.543,72.2,70.6,9.6,8.1,
7,St. John's (NY),8,10,.444,21,13,.618,77.1,74.8,7.9,5.5,NCAA Tournament
8,Providence,7,11,.389,18,16,.529,71.4,69.8,8.3,6.7,
8,DePaul,7,11,.389,19,17,.528,78.4,76.4,6.0,4.1,
8,Butler,7,11,.389,16,17,.485,71.9,70.8,9.2,8.1,
