Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,St. John's (NY),18,2,.900,28,6,.824,81.6,70.0,22.4,10.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Connecticut,17,3,.850,29,5,.853,77.5,65.1,22.9,10.5,NCAA Tournament
3,Villanova,15,5,.750,24,8,.750,77.2,70.8,16.3,9.9,NCAA Tournament
4,Seton Hall,10,10,.500,21,12,.636,70.3,65.3,13.4,8.4,
5,Creighton,9,11,.450,15,17,.469,75.1,75.0,10.6,10.5,
6,DePaul,8,12,.400,16,16,.500,70.3,69.6,7.5,6.8,
7,Butler,7,13,.350,16,16,.500,79.4,77.5,10.5,8.6,
7,Providence,7,13,.350,15,18,.455,85.3,84.0,10.8,9.5,
7,Marquette,7,13,.350,12,20,.375,75.2,75.8,9.2,9.8,
10,Georgetown,6,14,.300,16,18,.471,73.6,72.9,9.2,8.5,
10,Xavier,6,14,.300,15,18,.455,78.4,80.6,7.9,10.1,
