Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Syracuse,13,3,.813,26,6,.813,75.0,63.5,17.7,6.2,NCAA Tournament; Reg. Season Champion
2,Miami (FL),13,3,.813,23,11,.676,69.0,62.6,11.8,5.4,NCAA Tournament; Reg. Season Champion
3,St. John's (NY),12,4,.750,25,8,.758,73.7,66.4,14.3,7.0,NCAA Tournament; Conf. Tournament Champion
4,Connecticut,10,6,.625,25,10,.714,74.6,65.3,16.9,7.6,NCAA Tournament
5,Seton Hall,10,6,.625,22,10,.688,71.7,66.2,10.6,5.1,NCAA Tournament
6,Villanova,8,8,.500,20,13,.606,69.9,69.1,7.6,6.7,
7,Notre Dame,8,8,.500,22,15,.595,71.2,68.1,9.6,6.4,
8,West Virginia,6,10,.375,14,14,.500,70.5,71.9,3.6,5.0,
9,Georgetown,6,10,.375,19,15,.559,69.7,68.2,6.6,5.8,
10,Rutgers,6,10,.375,15,16,.484,70.2,67.9,6.6,4.4,
11,Pittsburgh,5,11,.313,13,15,.464,66.6,67.0,4.0,4.4,
12,Providence,4,12,.250,11,19,.367,64.2,66.3,1.0,5.3,
13,Boston College,3,13,.188,11,19,.367,68.3,69.2,4.2,5.1,
