Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Villanova,16,2,.889,29,5,.853,78.0,66.5,19.0,7.5,NCAA Tournament; Reg. Season Champion
2,Creighton,14,4,.778,27,8,.771,78.7,67.9,18.0,7.2,NCAA Tournament
3,Providence,10,8,.556,23,12,.657,73.3,69.8,11.4,7.9,NCAA Tournament; Conf. Tournament Champion
3,Xavier,10,8,.556,21,13,.618,71.8,68.1,11.8,8.1,NCAA Tournament
3,St. John's (NY),10,8,.556,20,13,.606,72.8,67.7,11.7,6.6,
6,Marquette,9,9,.500,17,15,.531,72.2,68.7,10.1,6.6,
7,Georgetown,8,10,.444,18,15,.545,71.0,68.3,11.0,8.3,
8,Seton Hall,6,12,.333,17,17,.500,71.8,69.9,7.5,5.6,
9,Butler,4,14,.222,14,17,.452,68.5,66.6,7.0,7.0,
10,DePaul,3,15,.167,12,21,.364,69.4,75.4,1.5,7.5,
