Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Boston College,13,3,.813,25,5,.833,72.5,64.5,14.4,6.4,NCAA Tournament; Reg. Season Champion
2,Connecticut,13,3,.813,23,8,.742,78.0,66.8,18.8,7.6,NCAA Tournament; Reg. Season Champion
3,Syracuse,11,5,.688,27,7,.794,74.9,64.6,15.9,6.8,NCAA Tournament; Conf. Tournament Champion; *Overall W-L adjusted to 12-7
4,Villanova,11,5,.688,24,8,.750,73.0,62.4,19.1,8.4,NCAA Tournament
5,Pittsburgh,10,6,.625,20,9,.690,72.3,63.5,14.5,5.7,NCAA Tournament
6,Notre Dame,9,7,.563,17,12,.586,67.3,64.1,9.4,6.2,
7,Georgetown,8,8,.500,19,13,.594,64.4,61.1,9.9,6.5,
8,West Virginia,8,8,.500,24,11,.686,71.5,67.3,11.8,7.6,NCAA Tournament
9,Providence,4,12,.250,14,17,.452,74.5,72.3,10.0,8.9,
10,Seton Hall,4,12,.250,12,16,.429,62.7,63.8,5.0,6.0,
11,Rutgers,2,14,.125,10,19,.345,64.9,69.9,3.3,8.8,
12,St. John's (NY),3,13,.188,9,18,.333,64.4,66.8,5.0,7.4,
