Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Marquette,17,3,.850,29,7,.806,79.3,70.3,17.1,8.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Xavier,15,5,.750,27,10,.730,80.9,74.1,16.0,9.2,NCAA Tournament
3,Creighton,14,6,.700,24,13,.649,76.4,68.4,17.8,9.8,NCAA Tournament
4,Connecticut,13,7,.650,31,8,.795,78.6,64.1,22.9,8.5,NCAA Tournament; NCAA FF; NCAA Champion
4,Providence,13,7,.650,21,12,.636,77.3,71.0,12.9,6.6,NCAA Tournament
6,Seton Hall,10,10,.500,17,16,.515,68.4,65.1,11.0,8.5,
6,Villanova,10,10,.500,17,17,.500,69.6,67.7,10.6,8.7,
8,St. John's (NY),7,13,.350,18,15,.545,77.3,75.2,8.6,6.5,
9,Butler,6,14,.300,14,18,.438,65.3,67.9,5.8,8.5,
10,DePaul,3,17,.150,10,23,.303,71.2,77.3,2.9,9.0,
11,Georgetown,2,18,.100,7,25,.219,69.5,78.1,-1.1,7.5,
